File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF727GHM	bed idr_ranked_peak	bed	idr_ranked_peak	IDR ranked peaks	GRCh38	ENCSR044IXA	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	insertion	/targets/ZNF354B-human/				ZNF354B-human	DNA						2020-08-03	ENCODE		sonication (Bioruptor Pico)	250-450	1	1_1							/files/ENCFF174OKT/, /files/ENCFF979JDY/	2062355	ENCODE Processing Pipeline	d9a7c5b22162250f3c84c8ceed9ac599		https://www.encodeproject.org/files/ENCFF727GHM/@@download/ENCFF727GHM.bed.gz				released	s3://encode-public/2020/07/01/a4259952-a1b2-4ec9-8270-3476443d74e1/ENCFF727GHM.bed.gz			
ENCFF556FCL	bed idr_ranked_peak	bed	idr_ranked_peak	IDR ranked peaks	GRCh38	ENCSR044IXA	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	insertion	/targets/ZNF354B-human/				ZNF354B-human	DNA						2020-08-03	ENCODE		sonication (Bioruptor Pico)	250-450	2	2_1							/files/ENCFF174OKT/, /files/ENCFF689GLX/	1771427	ENCODE Processing Pipeline	5e731edbd4055ffdf99e71e749f274da		https://www.encodeproject.org/files/ENCFF556FCL/@@download/ENCFF556FCL.bed.gz				released	s3://encode-public/2020/07/01/3fc37ed7-ded6-4355-87c6-d58d8396cc68/ENCFF556FCL.bed.gz			
ENCFF611VBH	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR044IXA	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	insertion	/targets/ZNF354B-human/				ZNF354B-human	DNA						2020-08-03	ENCODE		sonication (Bioruptor Pico)	250-450	2	2_1							/files/ENCFF174OKT/, /files/ENCFF356LFX/, /files/ENCFF689GLX/	22825	ENCODE Processing Pipeline	f5ec5411479a76a79a37358713a4c0c2		https://www.encodeproject.org/files/ENCFF611VBH/@@download/ENCFF611VBH.bed.gz				released	s3://encode-public/2020/07/01/4a74c172-c170-4590-976f-ffada72a8680/ENCFF611VBH.bed.gz			
ENCFF301SKY	bed idr_ranked_peak	bed	idr_ranked_peak	IDR ranked peaks	GRCh38	ENCSR044IXA	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	insertion	/targets/ZNF354B-human/				ZNF354B-human	DNA						2020-08-03	ENCODE		sonication (Bioruptor Pico)	250-450	1, 2	1_1, 2_1							/files/ENCFF174OKT/, /files/ENCFF979JDY/, /files/ENCFF689GLX/	2902323	ENCODE Processing Pipeline	afd7765598b98f99af6fd1748222a5b7		https://www.encodeproject.org/files/ENCFF301SKY/@@download/ENCFF301SKY.bed.gz				released	s3://encode-public/2020/07/01/a22742d0-27ba-4bbc-908b-04777e300199/ENCFF301SKY.bed.gz			
ENCFF712NHB	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR044IXA	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	insertion	/targets/ZNF354B-human/				ZNF354B-human	DNA						2020-08-03	ENCODE		sonication (Bioruptor Pico)	250-450	1, 2	1_1, 2_1							/files/ENCFF174OKT/, /files/ENCFF356LFX/, /files/ENCFF979JDY/, /files/ENCFF689GLX/	53019	ENCODE Processing Pipeline	23a707dc87c5f9e69416a562066970dc		https://www.encodeproject.org/files/ENCFF712NHB/@@download/ENCFF712NHB.bed.gz				released	s3://encode-public/2020/07/01/ccc39d1d-2c1b-4a7d-9307-d4d7899f960c/ENCFF712NHB.bed.gz			
ENCFF120AXZ	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR044IXA	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	insertion	/targets/ZNF354B-human/				ZNF354B-human	DNA						2020-08-03	ENCODE		sonication (Bioruptor Pico)	250-450	1, 2	1_1, 2_1							/files/ENCFF712NHB/	142607	ENCODE Processing Pipeline	c9a983116639669efe2ed15e67fcf816		https://www.encodeproject.org/files/ENCFF120AXZ/@@download/ENCFF120AXZ.bigBed				released	s3://encode-public/2020/07/01/0b72c90b-04a4-4c33-ab73-2abd2a14537d/ENCFF120AXZ.bigBed			
ENCFF772OSY	bigBed narrowPeak	bigBed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR044IXA	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	insertion	/targets/ZNF354B-human/				ZNF354B-human	DNA						2020-08-03	ENCODE		sonication (Bioruptor Pico)	250-450	1, 2	1_1, 2_1							/files/ENCFF752WAG/	139299	ENCODE Processing Pipeline	f8b20e55c2d7bec13fbf8c6d4ba9ec9e		https://www.encodeproject.org/files/ENCFF772OSY/@@download/ENCFF772OSY.bigBed				released	s3://encode-public/2020/07/01/d4d79996-0d98-4307-8c5e-3d71fea7f9ca/ENCFF772OSY.bigBed			
ENCFF672WUL	fastq	fastq		reads		ENCSR553NTC	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	insertion	/targets/ZNF134-human/				ZNF134-human	DNA						2020-08-03	ENCODE		sonication (Bioruptor Pico)	250-450	2	2_1	100		paired-ended	2	/files/ENCFF961ATG/			2342124863	Michael Snyder, Stanford	5cedb1458f4edc3a4b758a7162ffeaf7		https://www.encodeproject.org/files/ENCFF672WUL/@@download/ENCFF672WUL.fastq.gz		Illumina HiSeq 4000	/files/ENCFF587UAW/	released	s3://encode-public/2018/12/22/dd30b06b-a7ac-4e6f-b02a-a9e292f585e0/ENCFF672WUL.fastq.gz			
ENCFF475UOI	fastq	fastq		reads		ENCSR553NTC	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	insertion	/targets/ZNF134-human/				ZNF134-human	DNA						2020-08-03	ENCODE		sonication (Bioruptor Pico)	250-450	1	1_1	100		paired-ended	1	/files/ENCFF967ZFT/			1833532671	Michael Snyder, Stanford	9861cf2f0a2477f91d4e8a66ebe4e97a		https://www.encodeproject.org/files/ENCFF475UOI/@@download/ENCFF475UOI.fastq.gz		Illumina HiSeq 4000	/files/ENCFF766LCF/	released	s3://encode-public/2018/12/22/13d40e63-f5ca-41a7-b8bb-9da68d0f72d4/ENCFF475UOI.fastq.gz			
ENCFF967ZFT	fastq	fastq		reads		ENCSR553NTC	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	insertion	/targets/ZNF134-human/				ZNF134-human	DNA						2020-08-03	ENCODE		sonication (Bioruptor Pico)	250-450	1	1_1	100		paired-ended	2	/files/ENCFF475UOI/			1899875188	Michael Snyder, Stanford	8ec3f5341eb2bbab505ae046b5035d5b		https://www.encodeproject.org/files/ENCFF967ZFT/@@download/ENCFF967ZFT.fastq.gz		Illumina HiSeq 4000	/files/ENCFF587UAW/	released	s3://encode-public/2018/12/22/0fd865ed-7ba5-421d-b53e-90b6d05533d9/ENCFF967ZFT.fastq.gz			
ENCFF961ATG	fastq	fastq		reads		ENCSR553NTC	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	insertion	/targets/ZNF134-human/				ZNF134-human	DNA						2020-08-03	ENCODE		sonication (Bioruptor Pico)	250-450	2	2_1	100		paired-ended	1	/files/ENCFF672WUL/			2221585858	Michael Snyder, Stanford	548a4b10871e25ac02d3d86f43a15530		https://www.encodeproject.org/files/ENCFF961ATG/@@download/ENCFF961ATG.fastq.gz		Illumina HiSeq 4000	/files/ENCFF766LCF/	released	s3://encode-public/2018/12/22/8f2da6de-2532-4eb5-a551-8760bc913dde/ENCFF961ATG.fastq.gz			
ENCFF501XTX	bed idr_ranked_peak	bed	idr_ranked_peak	IDR ranked peaks	GRCh38	ENCSR553NTC	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	insertion	/targets/ZNF134-human/				ZNF134-human	DNA						2020-08-03	ENCODE		sonication (Bioruptor Pico)	250-450	1	1_1							/files/ENCFF817QFO/, /files/ENCFF174OKT/	2542490	ENCODE Processing Pipeline	bfb9ce31d0b4847280b8fa2b351e5b43		https://www.encodeproject.org/files/ENCFF501XTX/@@download/ENCFF501XTX.bed.gz				released	s3://encode-public/2020/07/01/9c0b81d8-8803-4b94-9c66-1488d3d7f5d8/ENCFF501XTX.bed.gz			
ENCFF232YIT	bam	bam		unfiltered alignments	GRCh38	ENCSR553NTC	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	insertion	/targets/ZNF134-human/				ZNF134-human	DNA						2020-08-03	ENCODE		sonication (Bioruptor Pico)	250-450	2	2_1		100					/files/ENCFF672WUL/, /files/ENCFF110MCL/, /files/ENCFF961ATG/	4596813340	ENCODE Processing Pipeline	91b55fa3e9e6394846547b6eed9cdbf7		https://www.encodeproject.org/files/ENCFF232YIT/@@download/ENCFF232YIT.bam				released	s3://encode-public/2020/07/01/f2975337-3abf-4e43-ba5f-484d20464ce4/ENCFF232YIT.bam			
ENCFF566EGM	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR553NTC	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	insertion	/targets/ZNF134-human/				ZNF134-human	DNA						2020-08-03	ENCODE		sonication (Bioruptor Pico)	250-450	1, 2	1_1, 2_1							/files/ENCFF356LFX/, /files/ENCFF862WOG/, /files/ENCFF817QFO/, /files/ENCFF174OKT/	123041	ENCODE Processing Pipeline	6d2f36e44a033f825386e2166bdac194		https://www.encodeproject.org/files/ENCFF566EGM/@@download/ENCFF566EGM.bed.gz				released	s3://encode-public/2020/07/01/a56e2589-e4a0-4a64-bba4-fb885f4e74ce/ENCFF566EGM.bed.gz			
ENCFF169AWH	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR553NTC	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	insertion	/targets/ZNF134-human/				ZNF134-human	DNA						2020-08-03	ENCODE		sonication (Bioruptor Pico)	250-450	1, 2	1_1, 2_1							/files/ENCFF356LFX/, /files/ENCFF862WOG/, /files/ENCFF817QFO/, /files/ENCFF174OKT/	124647	ENCODE Processing Pipeline	3d0e3a905add017713b8a6f34cf33659		https://www.encodeproject.org/files/ENCFF169AWH/@@download/ENCFF169AWH.bed.gz				released	s3://encode-public/2020/07/01/c11e9dac-013d-4bed-93ac-ff341e8d4205/ENCFF169AWH.bed.gz			
ENCFF372SCQ	bam	bam		unfiltered alignments	GRCh38	ENCSR553NTC	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	insertion	/targets/ZNF134-human/				ZNF134-human	DNA						2020-08-03	ENCODE		sonication (Bioruptor Pico)	250-450	1	1_1		100					/files/ENCFF967ZFT/, /files/ENCFF475UOI/, /files/ENCFF110MCL/	3882185112	ENCODE Processing Pipeline	e0a81c845b5dedb470a7ac1eaa24d9e8		https://www.encodeproject.org/files/ENCFF372SCQ/@@download/ENCFF372SCQ.bam				released	s3://encode-public/2020/07/01/3b1e9924-bceb-4c62-a23c-7d195ceeddcc/ENCFF372SCQ.bam			
ENCFF168SQF	bigWig	bigWig		fold change over control	GRCh38	ENCSR553NTC	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	insertion	/targets/ZNF134-human/				ZNF134-human	DNA						2020-08-03	ENCODE		sonication (Bioruptor Pico)	250-450	2	2_1							/files/ENCFF862WOG/, /files/ENCFF174OKT/	1111805516	ENCODE Processing Pipeline	e6b5d96e089129d3f2f5eac337771550		https://www.encodeproject.org/files/ENCFF168SQF/@@download/ENCFF168SQF.bigWig				released	s3://encode-public/2020/07/01/05eea59b-7a39-4a98-ba1f-9facad036a9c/ENCFF168SQF.bigWig			
ENCFF705BCZ	bigWig	bigWig		signal p-value	GRCh38	ENCSR553NTC	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	insertion	/targets/ZNF134-human/				ZNF134-human	DNA						2020-08-03	ENCODE		sonication (Bioruptor Pico)	250-450	1, 2	1_1, 2_1							/files/ENCFF862WOG/, /files/ENCFF817QFO/, /files/ENCFF174OKT/	1264829335	ENCODE Processing Pipeline	f9fe338643769b11c7ec0dbe74892761		https://www.encodeproject.org/files/ENCFF705BCZ/@@download/ENCFF705BCZ.bigWig				released	s3://encode-public/2020/07/01/873817f2-cf10-487e-ac14-1648a9453d7e/ENCFF705BCZ.bigWig			
ENCFF354ZOM	bigWig	bigWig		fold change over control	GRCh38	ENCSR553NTC	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	insertion	/targets/ZNF134-human/				ZNF134-human	DNA						2020-08-03	ENCODE		sonication (Bioruptor Pico)	250-450	1, 2	1_1, 2_1							/files/ENCFF862WOG/, /files/ENCFF817QFO/, /files/ENCFF174OKT/	1623753347	ENCODE Processing Pipeline	28405090a787889ecd855f484d9a4d2c		https://www.encodeproject.org/files/ENCFF354ZOM/@@download/ENCFF354ZOM.bigWig				released	s3://encode-public/2020/07/01/dd8ddefe-d411-4595-921f-648e66b1cdbc/ENCFF354ZOM.bigWig			
ENCFF665NMM	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR553NTC	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	insertion	/targets/ZNF134-human/				ZNF134-human	DNA						2020-08-03	ENCODE		sonication (Bioruptor Pico)	250-450	2	2_1							/files/ENCFF356LFX/, /files/ENCFF862WOG/, /files/ENCFF174OKT/	75424	ENCODE Processing Pipeline	4909d98c066f7e3ce5b932c19c6813ce		https://www.encodeproject.org/files/ENCFF665NMM/@@download/ENCFF665NMM.bed.gz				released	s3://encode-public/2020/07/01/ab78ca72-913f-426e-96b7-658bb882b80e/ENCFF665NMM.bed.gz			
ENCFF783QEF	bed idr_ranked_peak	bed	idr_ranked_peak	IDR ranked peaks	GRCh38	ENCSR553NTC	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	insertion	/targets/ZNF134-human/				ZNF134-human	DNA						2020-08-03	ENCODE		sonication (Bioruptor Pico)	250-450	1, 2	1_1, 2_1							/files/ENCFF862WOG/, /files/ENCFF817QFO/, /files/ENCFF174OKT/	3545541	ENCODE Processing Pipeline	faa6b54fb11b3b00dd3ef7fe67b2474c		https://www.encodeproject.org/files/ENCFF783QEF/@@download/ENCFF783QEF.bed.gz				released	s3://encode-public/2020/07/01/f146b28c-2772-46a6-bc49-b83cb53443a0/ENCFF783QEF.bed.gz			
ENCFF862WOG	bam	bam		alignments	GRCh38	ENCSR553NTC	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	insertion	/targets/ZNF134-human/				ZNF134-human	DNA						2020-08-03	ENCODE		sonication (Bioruptor Pico)	250-450	2	2_1		100					/files/ENCFF672WUL/, /files/ENCFF110MCL/, /files/ENCFF961ATG/	3767310495	ENCODE Processing Pipeline	ef81d0b155882534cf6f00e10b6673e3		https://www.encodeproject.org/files/ENCFF862WOG/@@download/ENCFF862WOG.bam				released	s3://encode-public/2020/07/01/fc6eecb5-2457-49fe-a327-348a7dd2b8da/ENCFF862WOG.bam			
ENCFF588JOP	bigWig	bigWig		signal p-value	GRCh38	ENCSR553NTC	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	insertion	/targets/ZNF134-human/				ZNF134-human	DNA						2020-08-03	ENCODE		sonication (Bioruptor Pico)	250-450	1	1_1							/files/ENCFF817QFO/, /files/ENCFF174OKT/	928291779	ENCODE Processing Pipeline	43bdd70aa92c956bae417326fbce93ff		https://www.encodeproject.org/files/ENCFF588JOP/@@download/ENCFF588JOP.bigWig				released	s3://encode-public/2020/07/01/17c3f710-8da8-43fa-8487-450030f7ecb8/ENCFF588JOP.bigWig			
ENCFF009VEU	bigWig	bigWig		signal p-value	GRCh38	ENCSR553NTC	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	insertion	/targets/ZNF134-human/				ZNF134-human	DNA						2020-08-03	ENCODE		sonication (Bioruptor Pico)	250-450	2	2_1							/files/ENCFF862WOG/, /files/ENCFF174OKT/	888020887	ENCODE Processing Pipeline	f9034c1b1a9cd08e8b7704f010e41751		https://www.encodeproject.org/files/ENCFF009VEU/@@download/ENCFF009VEU.bigWig				released	s3://encode-public/2020/07/01/6c95acc3-6502-47fe-8349-e8915b7fa0d6/ENCFF009VEU.bigWig			
ENCFF817QFO	bam	bam		alignments	GRCh38	ENCSR553NTC	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	insertion	/targets/ZNF134-human/				ZNF134-human	DNA						2020-08-03	ENCODE		sonication (Bioruptor Pico)	250-450	1	1_1		100					/files/ENCFF967ZFT/, /files/ENCFF475UOI/, /files/ENCFF110MCL/	3223296392	ENCODE Processing Pipeline	2c092270bcdbffb85cb33226149aa754		https://www.encodeproject.org/files/ENCFF817QFO/@@download/ENCFF817QFO.bam				released	s3://encode-public/2020/07/01/10ce200e-46b3-4f5b-b0c9-f584dc77a7ce/ENCFF817QFO.bam			
ENCFF848TXL	bigWig	bigWig		fold change over control	GRCh38	ENCSR553NTC	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	insertion	/targets/ZNF134-human/				ZNF134-human	DNA						2020-08-03	ENCODE		sonication (Bioruptor Pico)	250-450	1	1_1							/files/ENCFF817QFO/, /files/ENCFF174OKT/	1002606330	ENCODE Processing Pipeline	048a53efed1de425bf2beecd319fe851		https://www.encodeproject.org/files/ENCFF848TXL/@@download/ENCFF848TXL.bigWig				released	s3://encode-public/2020/07/01/56974435-26bb-43cb-ae0e-ce5fbcc65625/ENCFF848TXL.bigWig			
ENCFF436OHD	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR553NTC	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	insertion	/targets/ZNF134-human/				ZNF134-human	DNA						2020-08-03	ENCODE		sonication (Bioruptor Pico)	250-450	1, 2	1_1, 2_1							/files/ENCFF566EGM/	298769	ENCODE Processing Pipeline	53ff575d3136b43db4ffd95384f60afa		https://www.encodeproject.org/files/ENCFF436OHD/@@download/ENCFF436OHD.bigBed				released	s3://encode-public/2020/07/01/6a51aa2a-5bd0-4268-9a74-d80bf48f60c4/ENCFF436OHD.bigBed			
ENCFF159WKP	bed idr_ranked_peak	bed	idr_ranked_peak	IDR ranked peaks	GRCh38	ENCSR553NTC	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	insertion	/targets/ZNF134-human/				ZNF134-human	DNA						2020-08-03	ENCODE		sonication (Bioruptor Pico)	250-450	2	2_1							/files/ENCFF862WOG/, /files/ENCFF174OKT/	2577661	ENCODE Processing Pipeline	e0b6a4ba8a47be84a3be810cb1c51868		https://www.encodeproject.org/files/ENCFF159WKP/@@download/ENCFF159WKP.bed.gz				released	s3://encode-public/2020/07/01/feefb533-57ec-49ca-820d-70d737c265c5/ENCFF159WKP.bed.gz			
ENCFF246AGJ	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR553NTC	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	insertion	/targets/ZNF134-human/				ZNF134-human	DNA						2020-08-03	ENCODE		sonication (Bioruptor Pico)	250-450	1	1_1							/files/ENCFF450WCL/	174317	ENCODE Processing Pipeline	9b290db77f736a3c337c6718cf2eac31		https://www.encodeproject.org/files/ENCFF246AGJ/@@download/ENCFF246AGJ.bigBed				released	s3://encode-public/2020/07/01/7dfc2c47-543e-496b-83f8-c482fe8c52f7/ENCFF246AGJ.bigBed			
ENCFF624XRU	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR553NTC	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	insertion	/targets/ZNF134-human/				ZNF134-human	DNA						2020-08-03	ENCODE		sonication (Bioruptor Pico)	250-450	2	2_1							/files/ENCFF665NMM/	184252	ENCODE Processing Pipeline	efa0f1ebffb2f32d5509fd44ae21add8		https://www.encodeproject.org/files/ENCFF624XRU/@@download/ENCFF624XRU.bigBed				released	s3://encode-public/2020/07/01/56e32951-77cd-4099-ac24-ece904d778c4/ENCFF624XRU.bigBed			
ENCFF502NWS	bigBed narrowPeak	bigBed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR553NTC	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	insertion	/targets/ZNF134-human/				ZNF134-human	DNA						2020-08-03	ENCODE		sonication (Bioruptor Pico)	250-450	1, 2	1_1, 2_1							/files/ENCFF169AWH/	300249	ENCODE Processing Pipeline	86d83cbe36a2c3c1e67e29e2bb6fe9eb		https://www.encodeproject.org/files/ENCFF502NWS/@@download/ENCFF502NWS.bigBed				released	s3://encode-public/2020/07/01/d80c12fd-b4de-4548-983e-1f36d42db1bb/ENCFF502NWS.bigBed			
ENCFF450WCL	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR553NTC	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	insertion	/targets/ZNF134-human/				ZNF134-human	DNA						2020-08-03	ENCODE		sonication (Bioruptor Pico)	250-450	1	1_1							/files/ENCFF356LFX/, /files/ENCFF817QFO/, /files/ENCFF174OKT/	70204	ENCODE Processing Pipeline	fa2b26b4535fa638ef99cd5fe02ed1dd		https://www.encodeproject.org/files/ENCFF450WCL/@@download/ENCFF450WCL.bed.gz				released	s3://encode-public/2020/07/01/d591a677-641b-40f7-8e45-7a26197b08cb/ENCFF450WCL.bed.gz			
ENCFF274SLF	bed idr_ranked_peak	bed	idr_ranked_peak	IDR ranked peaks	GRCh38	ENCSR553NTC	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	insertion	/targets/ZNF134-human/				ZNF134-human	DNA						2020-08-03	ENCODE		sonication (Bioruptor Pico)	250-450	1, 2	1_1, 2_1							/files/ENCFF862WOG/, /files/ENCFF817QFO/, /files/ENCFF174OKT/	3551496	ENCODE Processing Pipeline	eb0cff8322535e76bddd8794978448c5		https://www.encodeproject.org/files/ENCFF274SLF/@@download/ENCFF274SLF.bed.gz				released	s3://encode-public/2020/07/01/0a6bfae0-0fa2-451f-906c-304355fd9ba8/ENCFF274SLF.bed.gz			
ENCFF583VLJ	fastq	fastq		reads		ENCSR250WFW	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	insertion	/targets/RREB1-human/				RREB1-human	DNA						2020-08-03	ENCODE		sonication (Bioruptor Pico)	250-450	1	1_1	100		paired-ended	1	/files/ENCFF752DFE/			2379389431	Michael Snyder, Stanford	2f6a683c1991715fd683ed99235765cd		https://www.encodeproject.org/files/ENCFF583VLJ/@@download/ENCFF583VLJ.fastq.gz		Illumina HiSeq 4000	/files/ENCFF766LCF/	released	s3://encode-public/2019/01/17/83b8e06c-09b6-4830-8efa-b970beac0c90/ENCFF583VLJ.fastq.gz			
ENCFF752DFE	fastq	fastq		reads		ENCSR250WFW	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	insertion	/targets/RREB1-human/				RREB1-human	DNA						2020-08-03	ENCODE		sonication (Bioruptor Pico)	250-450	1	1_1	100		paired-ended	2	/files/ENCFF583VLJ/			2598394264	Michael Snyder, Stanford	506ae7635702f7ba18ef6dfd08f974b6		https://www.encodeproject.org/files/ENCFF752DFE/@@download/ENCFF752DFE.fastq.gz		Illumina HiSeq 4000	/files/ENCFF587UAW/	released	s3://encode-public/2019/01/17/60536d5a-814b-4915-b86d-8cdd40357980/ENCFF752DFE.fastq.gz			
ENCFF907VAK	fastq	fastq		reads		ENCSR250WFW	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	insertion	/targets/RREB1-human/				RREB1-human	DNA						2020-08-03	ENCODE		sonication (Bioruptor Pico)	250-450	2	2_1	100		paired-ended	1	/files/ENCFF978HMO/			2220185081	Michael Snyder, Stanford	8417fa7a1e61b3147ab471cf83e0bd3e		https://www.encodeproject.org/files/ENCFF907VAK/@@download/ENCFF907VAK.fastq.gz		Illumina HiSeq 4000	/files/ENCFF766LCF/	released	s3://encode-public/2019/01/17/6577ccf4-c527-471d-a09b-1dd7575864e1/ENCFF907VAK.fastq.gz			
ENCFF978HMO	fastq	fastq		reads		ENCSR250WFW	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	insertion	/targets/RREB1-human/				RREB1-human	DNA						2020-08-03	ENCODE		sonication (Bioruptor Pico)	250-450	2	2_1	100		paired-ended	2	/files/ENCFF907VAK/			2474506639	Michael Snyder, Stanford	5418c9b4cdc03d19243b9838af85c7f7		https://www.encodeproject.org/files/ENCFF978HMO/@@download/ENCFF978HMO.fastq.gz		Illumina HiSeq 4000	/files/ENCFF587UAW/	released	s3://encode-public/2019/01/17/1cfb31ff-783e-47fd-8bc4-c4a3bd643a2a/ENCFF978HMO.fastq.gz			
ENCFF771IUF	bigWig	bigWig		fold change over control	GRCh38	ENCSR250WFW	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	insertion	/targets/RREB1-human/				RREB1-human	DNA						2020-08-03	ENCODE		sonication (Bioruptor Pico)	250-450	2	2_1							/files/ENCFF174OKT/, /files/ENCFF206TWH/	1158598126	ENCODE Processing Pipeline	b9020e26590c95ff0415dc483216cfd6		https://www.encodeproject.org/files/ENCFF771IUF/@@download/ENCFF771IUF.bigWig				released	s3://encode-public/2020/06/27/16bdaf1b-b54b-45b6-b63a-f749e43c8141/ENCFF771IUF.bigWig			
ENCFF502ZDX	bed idr_ranked_peak	bed	idr_ranked_peak	IDR ranked peaks	GRCh38	ENCSR250WFW	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	insertion	/targets/RREB1-human/				RREB1-human	DNA						2020-08-03	ENCODE		sonication (Bioruptor Pico)	250-450	1, 2	1_1, 2_1							/files/ENCFF338AKN/, /files/ENCFF174OKT/, /files/ENCFF206TWH/	4711728	ENCODE Processing Pipeline	1b621f52d2a8eb6844cd153413506f9f		https://www.encodeproject.org/files/ENCFF502ZDX/@@download/ENCFF502ZDX.bed.gz				released	s3://encode-public/2020/06/27/13c15800-98c0-4aa2-b253-254e7c1bb221/ENCFF502ZDX.bed.gz			
ENCFF502RCU	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR250WFW	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	insertion	/targets/RREB1-human/				RREB1-human	DNA						2020-08-03	ENCODE		sonication (Bioruptor Pico)	250-450	2	2_1							/files/ENCFF862YIV/	185763	ENCODE Processing Pipeline	204b67ac514404c062ff0314abe7d5d4		https://www.encodeproject.org/files/ENCFF502RCU/@@download/ENCFF502RCU.bigBed				released	s3://encode-public/2020/06/27/019cae71-8cff-46f4-8304-30efba8e6e39/ENCFF502RCU.bigBed			
